ICD10_Code,dx_name,N,oncotree_code,Confidence,Metastasis,ICD10 info,level_1,level_2,level_3,level_4,level_5
C67.9,Transitional cell carcinoma determined by biopsy of bladder (CMS-HCC),1,,,,,,,,,
C67.9,Transitional cell carcinoma of bladder (CMS-HCC),1,,,,,,,,,
C68.9,Transitional cell carcinoma (CMS-HCC),1,,,,,,,,,
C69.32,Melanoma,1,,,,,,,,,
C69.41,Anterior uveal melanoma of right eye (CMS-HCC),1,,,,,,,,,
C69.62,Malignant orbital tumor,1,,,,,,,,,
C69.90,Ocular melanoma (CMS-HCC),1,,,,,,,,,
C69.90,Squamous cell carcinoma of eye (CMS-HCC),1,,,,,,,,,
C69.91,Malignant neoplasm of right eye (CMS-HCC),1,,,,,,,,,
C69.91,Ocular melanoma,1,,,,,,,,,
C69.92,Ocular melanoma,1,,,,,,,,,
C70.9,Malignant meningioma (CMS-HCC),1,,,,,,,,,
C71.1,Glioma of both frontal lobes (CMS-HCC),1,,,,,,,,,
C71.1,Oligoastrocytoma of frontal lobe (CMS-HCC),1,,,,,,,,,
C71.6,Medulloblastoma (CMS-HCC),1,,,,,,,,,
C71.9,Anaplastic ependymoma (CMS-HCC),1,,,,,,,,,
C71.9,Astrocytoma,1,,,,,,,,,
C71.9,Brain tumor,1,,,,,,,,,
C71.9,Ependymoma (CMS-HCC),1,,,,,,,,,
C71.9,Gemistocytic astrocytoma (CMS-HCC),1,,,,,,,,,
C71.9,Gliosarcoma (CMS-HCC),1,,,,,,,,,
C71.9,Malignant glioma (CMS-HCC),1,,,,,,,,,
C71.9,Oligodendroglioma of brain (CMS-HCC),1,,,,,,,,,
C73,Anaplastic carcinoma of thyroid (CMS-HCC),1,,,,,,,,,
C73,Cancer of thyroid (CMS-HCC),1,,,,,,,,,
C73,Diffuse sclerosing papillary thyroid carcinoma (CMS-HCC),1,,,,,,,,,
C73,Follicular carcinoma of thyroid gland (CMS-HCC),1,,,,,,,,,
C73,Hurthle cell carcinoma of thyroid (CMS-HCC),1,,,,,,,,,
C73,Medullary carcinoma of thyroid (CMS-HCC),1,,,,,,,,,
C73,Primary malignant neoplasm of thyroid gland (CMS-HCC),1,,,,,,,,,
C73,Primary thyroid cancer (CMS-HCC),1,,,,,,,,,
C73,Recurrent thyroid cancer (CMS-HCC),1,,,,,,,,,
C74.00,Adrenal cortical adenocarcinoma,1,,,,,,,,,
C74.02,Carcinoma,1,,,,,,,,,
C74.90,Adrenal cancer (CMS-HCC),1,,,,,,,,,
C74.90,Adrenal carcinoma (CMS-HCC),1,,,,,,,,,
C74.90,Carcinoma,1,,,,,,,,,
C74.92,Adrenal carcinoma,1,,,,,,,,,
C74.92,Pheochromoblastoma of left adrenal gland (CMS-HCC),1,,,,,,,,,
C75.5,Malignant neoplasm of aortic body and other paraganglia (CMS-HCC),1,,,,,,,,,
C76.0,Adenoid cystic carcinoma of head and neck (CMS-HCC),1,,,,,,,,,
C76.0,Cancer of head and neck (CMS-HCC),1,,,,,,,,,
C76.0,Carcinoma of head and neck,1,,,,,,,,,
C76.0,Primary cancer of head and neck (CMS-HCC),1,,,,,,,,,
C76.0,Primary head and neck carcinoma of unknown cell type (CMS-HCC),1,,,,,,,,,
C76.0,Primary squamous cell carcinoma of head and neck (CMS-HCC),1,,,,,,,,,
C76.2,Abdominal carcinomatosis (CMS-HCC),1,,,,,,,,,
C77.0,Metastasis to supraclavicular lymph node (CMS-HCC),1,,,,,,,,,
C77.0,Secondary malignancy of lymph nodes of head,1,,,,,,,,,
C77.0,Secondary malignancy of parotid lymph nodes (CMS-HCC),1,,,,,,,,,
C77.0,Secondary malignancy of retropharyngeal lymph nodes (CMS-HCC),1,,,,,,,,,
C77.0,Secondary malignant neoplasm of supraclavicular lymph node (CMS-HCC),1,,,,,,,,,
C77.0,Secondary malignant neoplasm of supraclavicular lymph nodes (CMS-HCC),1,,,,,,,,,
C77.1,Cancer of intrathoracic lymph nodes,1,,,,,,,,,
C77.1,Secondary malignant neoplasm of mediastinal lymph nodes (CMS-HCC),1,,,,,,,,,
C77.2,Malignant neoplasm metastatic to intra-abdominal lymph node (CMS-HCC),1,,,,,,,,,
C77.2,Secondary malignant neoplasm of mesenteric lymph nodes (CMS-HCC),1,,,,,,,,,
C77.3,Metastatic malignant neoplasm to lateral axillary lymph nodes (CMS-HCC),1,,,,,,,,,
C77.4,Cancer of inguinal/lower limb lymph nodes,1,,,,,,,,,
C77.4,Malignant neoplasm metastatic to inguinal lymph node (CMS-HCC),1,,,,,,,,,
C77.4,Metastasis to groin lymph node (CMS-HCC),1,,,,,,,,,
C77.4,Secondary and malignant neoplasm inguinal region/lower limb lymph node (CMS-HCC),1,,,,,,,,,
C77.4,Secondary malignant neoplasm of inguinal lymph nodes (CMS-HCC),1,,,,,,,,,
C77.5,Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes (CMS-HCC),1,,,,,,,,,
C77.8,Malignant neoplasm metastatic to lymph nodes of multiple sites (CMS-HCC),1,,,,,,,,,
C77.9,Carcinoma metastatic to lymph node (CMS-HCC),1,,,,,,,,,
C77.9,Malignant neoplasm metastatic to lymph nodes (CMS-HCC),1,,,,,,,,,
C77.9,Metastatic papillary carcinoma to lymph node (CMS-HCC),1,,,,,,,,,
C78.00,Cancer of lung,1,,,,,,,,,
C78.00,Metastatic carcinoma to lung (CMS-HCC),1,,,,,,,,,
C78.00,Metastatic squamous cell carcinoma to lung (CMS-HCC),1,,,,,,,,,
C78.00,Secondary adenocarcinoma of lung (CMS-HCC),1,,,,,,,,,
C78.00,Secondary lung cancer (CMS-HCC),1,,,,,,,,,
C78.02,Metastatic adenocarcinoma to lung,1,,,,,,,,,
C78.4,Metastasis to small intestine (CMS-HCC),1,,,,,,,,,
C78.5,Metastasis to colon (CMS-HCC),1,,,,,,,,,
C78.5,Secondary malignant neoplasm of colon (CMS-HCC),1,,,,,,,,,
C78.6,Metastasis to peritoneum (CMS-HCC),1,,,,,,,,,
C78.6,Metastasis to retroperitoneum (CMS-HCC),1,,,,,,,,,
C78.6,Omental metastasis (CMS-HCC),1,,,,,,,,,
C78.6,Secondary malignant neoplasm of omentum (CMS-HCC),1,,,,,,,,,
C78.6,Secondary malignant neoplasm retroperitoneum (CMS-HCC),1,,,,,,,,,
C78.7,Metastatic adenocarcinoma to liver (CMS-HCC),1,,,,,,,,,
C78.7,Metastatic cancer to liver (CMS-HCC),1,,,,,,,,,
C78.7,Secondary adenocarcinoma of liver (CMS-HCC),1,,,,,,,,,
C78.89,Metastasis to spleen (CMS-HCC),1,,,,,,,,,
C78.89,Metastatic adenocarcinoma to stomach (CMS-HCC),1,,,,,,,,,
C78.89,Secondary malignant neoplasm of pancreas (CMS-HCC),1,,,,,,,,,
C78.89,Secondary malignant neoplasm of spleen (CMS-HCC),1,,,,,,,,,
C79.02,Malignant neoplasm metastatic to left kidney (CMS-HCC),1,,,,,,,,,
C79.10,Secondary malignant neoplasm of urinary organs (CMS-HCC),1,,,,,,,,,
C79.2,Malignant neoplasm metastatic to skin (CMS-HCC),1,,,,,,,,,
C79.2,Metastasis to skin of breast (CMS-HCC),1,,,,,,,,,
C79.2,Secondary malignant neoplasm of skin (CMS-HCC),1,,,,,,,,,
C79.2,Skin,1,,,,,,,,,
C79.31,Secondary adenocarcinoma of brain (CMS-HCC),1,,,,,,,,,
C79.31,Secondary malignant neoplasm of occipital lobe (CMS-HCC),1,,,,,,,,,
C79.49,Meningeal metastases (CMS-HCC),1,,,,,,,,,
C79.49,Metastasis of neoplasm to spinal canal (CMS-HCC),1,,,,,,,,,
C79.49,Metastasis to meninges (CMS-HCC),1,,,,,,,,,
C79.49,Metastatic adenocarcinoma to spinal cord (CMS-HCC),1,,,,,,,,,
C79.51,Cancer,1,,,,,,,,,
C79.51,Metastasis to vertebral column of unknown origin (CMS-HCC),1,,,,,,,,,
C79.51,Metastatic adenocarcinoma to bone (CMS-HCC),1,,,,,,,,,
C79.51,Metastatic carcinoma to bone (CMS-HCC),1,,,,,,,,,
C79.51,Secondary carcinoma of bone (CMS-HCC),1,,,,,,,,,
C79.60,Krukenberg tumor (CMS-HCC),1,,,,,,,,,
C79.60,Metastasis to ovary (CMS-HCC),1,,,,,,,,,
C79.61,Krukenberg tumor of right ovary (CMS-HCC),1,,,,,,,,,
C79.61,Malignant neoplasm metastatic to right ovary (CMS-HCC),1,,,,,,,,,
C79.62,Secondary malignant neoplasm of left ovary (CMS-HCC),1,,,,,,,,,
C79.70,Malignant neoplasm metastatic to adrenal gland,1,,,,,,,,,
C79.70,Metastasis to adrenal gland (CMS-HCC),1,,,,,,,,,
C79.71,Malignant neoplasm metastatic to right adrenal gland (CMS-HCC),1,,,,,,,,,
C79.71,Secondary malignant neoplasm of adrenal cortex,1,,,,,,,,,
C79.82,Metastatic adenocarcinoma to uterus (CMS-HCC),1,,,,,,,,,
C79.82,Secondary adenocarcinoma of uterus (CMS-HCC),1,,,,,,,,,
C79.82,Secondary malignant neoplasm of left fallopian tube (CMS-HCC),1,,,,,,,,,
C79.89,Chest wall recurrence of breast cancer,1,,,,,,,,,
C79.89,Chest wall recurrence of breast cancer (CMS-HCC),1,,,,,,,,,
C79.89,Metastatic adenocarcinoma to soft tissue (CMS-HCC),1,,,,,,,,,
C79.89,Metastatic cancer to pelvis (CMS-HCC),1,,,,,,,,,
C79.89,Metastatic germinoma to intra-abdominal site (CMS-HCC),1,,,,,,,,,
C79.89,Secondary adenocarcinoma of intra-abdominal site (CMS-HCC),1,,,,,,,,,
C79.89,Secondary malignancy of parotid gland (CMS-HCC),1,,,,,,,,,
C79.89,Secondary malignant neoplasm of diaphragm (CMS-HCC),1,,,,,,,,,
C79.89,Secondary malignant neoplasm of heart (CMS-HCC),1,,,,,,,,,
C79.89,Secondary malignant neoplasm of soft tissue (CMS-HCC),1,,,,,,,,,
C79.89,Secondary malignant neoplasm of soft tissues of axilla (CMS-HCC),1,,,,,,,,,
C79.89,Secondary malignant neoplasm of soft tissues of pelvis (CMS-HCC),1,,,,,,,,,
C79.89,Secondary malignant neoplasm of soft tissues of perineum (CMS-HCC),1,,,,,,,,,
C79.89,Secondary malignant neoplasm of soft tissues of trunk (CMS-HCC),1,,,,,,,,,
C79.9,Malignant melanoma,1,,,,,,,,,
C79.9,Metastatic carcinoma (CMS-HCC),1,,,,,,,,,
C79.9,Metastatic disease (CMS-HCC),1,,,,,,,,,
C79.9,Metastatic neoplasm (CMS-HCC),1,,,,,,,,,
C79.9,Metastatic renal cell carcinoma,1,,,,,,,,,
C79.9,Squamous cell carcinoma,1,,,,,,,,,
C7A.019,Carcinoid tumor of small intestine,1,,,,,,,,,
C7A.1,High grade neuroendocrine carcinoma (CMS-HCC),1,,,,,,,,,
C7A.8,Neuroendocrine carcinoma of pancreas (CMS-HCC),1,,,,,,,,,
C7A.8,Neuroendocrine carcinoma of unknown origin (CMS-HCC),1,,,,,,,,,
C7A.8,Neuroendocrine malignancy (CMS-HCC),1,,,,,,,,,
C7B.8,Metastatic malignant neuroendocrine tumor to liver (CMS-HCC),1,,,,,,,,,
C80.0,Widespread metastatic malignant neoplastic disease (CMS-HCC),1,,,,,,,,,
C80.1,Carcinoma of unknown origin (CMS-HCC),1,,,,,,,,,
C80.1,Carcinosarcoma (CMS-HCC),1,,,,,,,,,
C80.1,Malignant tumor,1,,,,,,,,,
C80.1,Metastasis to vertebral column of unknown origin (CMS-HCC),1,,,,,,,,,
C80.1,Neuropathy associated with malignant neoplasm (CMS-HCC),1,,,,,,,,,
C80.1,Primary malignant neoplasm (CMS-HCC),1,,,,,,,,,
C81.10,Nodular sclerosing Hodgkin's lymphoma,1,,,,,,,,,
C81.10,Nodular sclerosing Hodgkin's lymphoma (CMS-HCC),1,,,,,,,,,
C81.18,Nodular sclerosis Hodgkin lymphoma of lymph nodes of multiple regions (CMS-HCC),1,,,,,,,,,
C81.90,Hodgkin's lymphoma (CMS-HCC),1,,,,,,,,,
C81.91,Hodgkin lymphoma of lymph nodes of neck,1,,,,,,,,,
C81.92,Hodgkin lymphoma of intrathoracic lymph nodes,1,,,,,,,,,
C82.00,Follicular lymphoma grade I (CMS-HCC),1,,,,,,,,,
C82.03,Follicular lymphoma grade I of intra-abdominal lymph nodes (CMS-HCC),1,,,,,,,,,
C82.81,Other type of follicular lymphoma of lymph nodes of head (CMS-HCC),1,,,,,,,,,
C82.90,NHL (nodular histiocytic lymphoma) (CMS-HCC),1,,,,,,,,,
C83.00,Small cell B-cell lymphoma (CMS-HCC),1,,,,,,,,,
C83.01,Small B-cell lymphoma of lymph nodes of neck (CMS-HCC),1,,,,,,,,,
C83.10,Mantle cell lymphoma,1,,,,,,,,,
C83.18,Mantle cell lymphoma of lymph nodes of multiple regions (CMS-HCC),1,,,,,,,,,
C83.19,Mantle cell lymphoma of extranodal and solid organ sites (CMS-HCC),1,,,,,,,,,
C83.30,Lymphoma,1,,,,,,,,,
C83.30,Malignant lymphoma,1,,,,,,,,,
C83.38,Diffuse large B-cell lymphoma of lymph nodes of multiple regions (CMS-HCC),1,,,,,,,,,
C83.39,Diffuse large B-cell lymphoma of extranodal site (CMS-HCC),1,,,,,,,,,
C83.39,Diffuse large B-cell lymphoma of extranodal site excluding spleen and other solid organs (CMS-HCC),1,,,,,,,,,
C83.79,Burkitt's tumor of extranodal and/or solid organ site (CMS-HCC),1,,,,,,,,,
C84.41,Peripheral T cell lymphoma of lymph nodes of neck (CMS-HCC),1,,,,,,,,,
C85.10,B-cell lymphoma (CMS-HCC),1,,,,,,,,,
C85.80,Lymphoma malignant,1,,,,,,,,,
C85.80,Marginal zone lymphoma (CMS-HCC),1,,,,,,,,,
C85.88,Marginal zone lymphoma of lymph nodes of multiple sites (CMS-HCC),1,,,,,,,,,
C85.89,Other malignant lymphomas,1,,,,,,,,,
C85.90,Lymphoma in remission (CMS-HCC),1,,,,,,,,,
C85.90,Non-Hodgkin's lymphoma (CMS-HCC),1,,,,,,,,,
C85.90,T-cell lymphoma (CMS-HCC),1,,,,,,,,,
C85.93,Gastric lymphoma (CMS-HCC),1,,,,,,,,,
C86.5,Angioimmunoblastic T-cell lymphoma (CMS-HCC),1,,,,,,,,,
C88.4,MALT lymphoma (CMS-HCC),1,,,,,,,,,
C88.4,MALToma (CMS-HCC),1,,,,,,,,,
C88.4,Mucosa-associated lymphoid tissue (MALT) lymphoma of head (CMS-HCC),1,,,,,,,,,
C90.00,Multiple myeloma not having achieved remission (CMS-HCC),1,,,,,,,,,
C90.00,Myeloma (CMS-HCC),1,,,,,,,,,
C90.00,Smoldering multiple myeloma (CMS-HCC),1,,,,,,,,,
C90.02,Multiple myeloma in relapse (CMS-HCC),1,,,,,,,,,
C90.30,Plasmacytoma of bone (CMS-HCC),1,,,,,,,,,
C91.10,Chronic lymphocytic leukemia,1,,,,,,,,,
C91.10,Richter's syndrome (CMS-HCC),1,,,,,,,,,
C92.00,AML (acute myeloid leukemia) (CMS-HCC),1,,,,,,,,,
C92.00,Acute myeloid leukemia (CMS-HCC),1,,,,,,,,,
C92.00,Acute myeloid leukemia not having achieved remission (CMS-HCC),1,,,,,,,,,
C92.10,CML (chronic myeloid leukemia) (CMS-HCC),1,,,,,,,,,
C92.11,Chronic myeloid leukemia in remission (CMS-HCC),1,,,,,,,,,
C92.40,APL (acute promyelocytic leukemia) (CMS-HCC),1,,,,,,,,,
C92.41,AML M3 (acute promyelocytic leukemia) in remission (CMS-HCC),1,,,,,,,,,
C93.30,Juvenile myelomonocytic leukemia (CMS-HCC),1,,,,,,,,,
C94.6,Myelodysplastic disease (CMS-HCC),1,,,,,,,,,
C95.01,Acute leukemia in remission (CMS-HCC),1,,,,,,,,,
C95.91,Leukemia in remission (CMS-HCC),1,,,,,,,,,
C96.4,Follicular dendritic cell sarcoma (CMS-HCC),1,,,,,,,,,
C96.9,Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue of intrapelvic lymph nodes,1,,,,,,,,,
C96.A,Malignant histiocytosis of lymph nodes of head,1,,,,,,,,,
D00.00,Carcinoma in situ of oral cavity,1,,,,,,,,,
D00.07,Carcinoma in situ of tongue,1,,,,,,,,,
D00.07,Squamous cell carcinoma in situ (SCCIS) of tongue,1,,,,,,,,,
D00.07,Squamous cell carcinoma in situ of lateral portion of tongue,1,,,,,,,,,
D01.3,AIN (anal intraepithelial neoplasia) anal canal,1,,,,,,,,,
D01.3,AIN grade III,1,,,,,,,,,
D01.3,Carcinoma in situ of anal canal,1,,,,,,,,,
D01.3,Severe anal dysplasia,1,,,,,,,,,
D02.0,Carcinoma in situ of larynx,1,,,,,,,,,
D03.20,Melanoma in situ of ear (CMS-HCC),1,,,,,,,,,
D03.59,Melanoma in situ of torso excluding breast (CMS-HCC),1,,,,,,,,,
D03.60,Melanoma in situ of upper extremity (CMS-HCC),1,,,,,,,,,
D03.62,Melanoma in situ of left upper extremity including shoulder (CMS-HCC),1,,,,,,,,,
D03.71,Melanoma in situ of lower extremity,1,,,,,,,,,
D04.72,Squamous cell carcinoma in situ of skin of left lower leg,1,,,,,,,,,
D04.9,Squamous cell carcinoma in situ of skin,1,,,,,,,,,
D05.00,Breast neoplasm,1,,,,,,,,,
D05.00,Neoplasm of breast,1,,,,,,,,,
D05.01,Lobular carcinoma in situ (LCIS) of both breasts,1,,,,,,,,,
D05.02,Lobular carcinoma in situ (LCIS) of both breasts,1,,,,,,,,,
D05.02,Neoplasm of left breast,1,,,,,,,,,
D05.11,Intraductal cancer of right breast,1,,,,,,,,,
D06.9,CIN III with severe dysplasia,1,,,,,,,,,
D07.1,Vulvar intraepithelial neoplasia (VIN) grade 3,1,,,,,,,,,
D09.0,CIS (carcinoma in situ of bladder),1,,,,,,,,,
D10.39,Pleomorphic adenoma of palate,1,,,,,,,,,
D11.0,Benign mixed parotid tumor,1,,,,,,,,,
D11.0,Benign tumor of parotid gland,1,,,,,,,,,
D11.9,Pleomorphic adenoma of submandibular gland,1,,,,,,,,,
D12.5,Polyp,1,,,,,,,,,
D12.6,Adenomatosis,1,,,,,,,,,
D12.6,Colon dysplasia,1,,,,,,,,,
D12.6,Familial multiple polyposis syndrome,1,,,,,,,,,
D12.6,Serrated hyperplastic polyposis,1,,,,,,,,,
D12.8,Adenomatous rectal polyp,1,,,,,,,,,
D12.8,Rectal adenoma,1,,,,,,,,,
D12.8,Tubulovillous adenoma polyp of rectum,1,,,,,,,,,
D13.0,Leiomyoma of esophagus,1,,,,,,,,,
D13.2,Adenomatous duodenal polyp,1,,,,,,,,,
D13.30,Adenoma of small intestine,1,,,,,,,,,
D13.30,Adenoma of small intestine determined by biopsy,1,,,,,,,,,
D13.30,Tubulovillous adenoma of small intestine,1,,,,,,,,,
D13.4,Hepatic adenoma,1,,,,,,,,,
D13.5,Ampullary adenoma,1,,,,,,,,,
D13.6,Mucinous cystadenoma of head of pancreas,1,,,,,,,,,
D13.7,Insulinoma,1,,,,,,,,,
D13.7,Islet cell adenoma,1,,,,,,,,,
D14.0,Inverted papilloma of maxillary sinus,1,,,,,,,,,
D14.1,Laryngeal papilloma,1,,,,,,,,,
D15.0,Thymoma,1,,,,,,,,,
D16.01,Benign neoplasm of long bone of right upper extremity,1,,,,,,,,,
D16.01,Enchondroma of humerus,1,,,,,,,,,
D16.4,Osteoma of nasal sinus,1,,,,,,,,,
D16.9,Bone tumor (benign),1,,,,,,,,,
D16.9,Enchondroma,1,,,,,,,,,
D16.9,Enchondroma of bone,1,,,,,,,,,
D17.1,Breast lipoma,1,,,,,,,,,
D17.1,Lipoma of abdominal wall,1,,,,,,,,,
D17.1,Lipoma of torso,1,,,,,,,,,
D17.20,Lipoma of thigh,1,,,,,,,,,
D17.21,Benign lipomatous neoplasm of skin and subcutaneous tissue of right arm,1,,,,,,,,,
D17.79,Myelolipoma of right adrenal gland,1,,,,,,,,,
D17.9,Atypical lipoma of soft tissue,1,,,,,,,,,
D17.9,Multiple lipomas,1,,,,,,,,,
D18.02,Cavernous hemangioma of brain (CMS-HCC),1,,,,,,,,,
D18.03,Hemangioma of intra-abdominal structure,1,,,,,,,,,
D18.1,Lymphangioma,1,,,,,,,,,
D21.20,Other benign neoplasm of connective and other soft tissue of lower limb,1,,,,,,,,,
D21.4,GIST (gastrointestinal stromal tumor),1,,,,,,,,,
D21.4,Gastric leiomyoma,1,,,,,,,,,
D21.4,Leiomyoma of stomach,1,,,,,,,,,
D21.9,Leiomyoma,1,,,,,,,,,
D22.9,Atypical mole,1,,,,,,,,,
D22.9,Atypical nevus,1,,,,,,,,,
D22.9,Multiple nevi,1,,,,,,,,,
D22.9,Numerous moles,1,,,,,,,,,
D22.9,Numerous skin moles,1,,,,,,,,,
D22.9,Skin mole,1,,,,,,,,,
D23.5,Dermatofibroma of back,1,,,,,,,,,
D23.9,B-K mole syndrome,1,,,,,,,,,
D23.9,Benign neoplasm of skin,1,,,,,,,,,
D23.9,Cutaneous leiomyoma,1,,,,,,,,,
D23.9,Dysplastic nevi,1,,,,,,,,,
D23.9,Dysplastic nevus,1,,,,,,,,,
D23.9,Fibrous histiocytoma,1,,,,,,,,,
D24.2,Papilloma of left breast,1,,,,,,,,,
D24.9,Benign neoplasm of breast,1,,,,,,,,,
D25.0,Fibroids,1,,,,,,,,,
D25.0,Submucous leiomyoma of uterus,1,,,,,,,,,
D25.1,Fibroids,1,,,,,,,,,
D25.1,Intramural leiomyoma of uterus,1,,,,,,,,,
D27.1,Adenofibroma,1,,,,,,,,,
D27.9,Brenner tumor of ovary,1,,,,,,,,,
D27.9,Cystadenoma of ovary determined by biopsy,1,,,,,,,,,
D27.9,Mature cystic teratoma of ovary,1,,,,,,,,,
D29.20,Benign neoplasm of testis,1,,,,,,,,,
D30.01,Renal oncocytoma,1,,,,,,,,,
D30.01,Renal oncocytoma of right kidney,1,,,,,,,,,
D30.3,Benign bladder tumor,1,,,,,,,,,
D31.30,Nevus of choroid,1,,,,,,,,,
D31.90,Nevus of eye,1,,,,,,,,,
D32.0,Recurrent meningioma of the brain (CMS-HCC),1,,,,,,,,,
D33.0,Choroid plexus papilloma (CMS-HCC),1,,,,,,,,,
D33.2,Benign neoplasm of brain,1,,,,,,,,,
D33.2,Brain tumor (benign) (CMS-HCC),1,,,,,,,,,
D33.3,CPA (cerebellopontine angle) tumor (CMS-HCC),1,,,,,,,,,
D33.3,Cerebellopontine angle tumor (CMS-HCC),1,,,,,,,,,
D33.3,Right acoustic neuroma (CMS-HCC),1,,,,,,,,,
D33.3,Unilateral vestibular schwannoma (CMS-HCC),1,,,,,,,,,
D34,Hurthle cell neoplasm of thyroid,1,,,,,,,,,
D34,Thyroid adenoma,1,,,,,,,,,
D35.00,Benign neoplasm of adrenal gland,1,,,,,,,,,
D35.00,VHL-related pheochromocytoma,1,,,,,,,,,
D35.01,Adrenal adenoma,1,,,,,,,,,
D35.02,Pheochromocytoma of left adrenal gland,1,,,,,,,,,
D35.2,Non-functioning pituitary adenoma (CMS-HCC),1,,,,,,,,,
D35.2,Pituitary adenoma with extrasellar extension (CMS-HCC),1,,,,,,,,,
D35.2,Prolactinoma (CMS-HCC),1,,,,,,,,,
D36.10,Ganglioneuroma,1,,,,,,,,,
D36.10,Neurilemmoma,1,,,,,,,,,
D36.15,Abdominal scar neuroma,1,,,,,,,,,
D36.9,Adenomatous polyp,1,,,,,,,,,
D36.9,Benign tumor,1,,,,,,,,,
D36.9,Dermoid cyst,1,,,,,,,,,
D36.9,Intraductal papilloma,1,,,,,,,,,
D36.9,Oncocytoma,1,,,,,,,,,
D37.3,Neoplasm of uncertain or unknown behavior of appendix,1,,,,,,,,,
D37.9,Gastrinoma,1,,,,,,,,,
D37.9,Neoplasm of uncertain behavior of digestive organ,1,,,,,,,,,
D38.1,Teratoma of lung,1,,,,,,,,,
D39.0,Endometrial stromal neoplasm,1,,,,,,,,,
D39.0,Smooth muscle tumor of uterus,1,,,,,,,,,
D3A.010,Benign carcinoid tumor of duodenum,1,,,,,,,,,
D3A.012,Carcinoid tumor of ileum,1,,,,,,,,,
D3A.019,Carcinoid tumor determined by biopsy of small intestine,1,,,,,,,,,
D3A.019,Carcinoid tumor of small intestine,1,,,,,,,,,
D3A.026,Rectal carcinoid tumor,1,,,,,,,,,
D3A.090,Carcinoid tumor of left lung,1,,,,,,,,,
D3A.090,Carcinoid tumor of lung,1,,,,,,,,,
D3A.8,Neuroendocrine neoplasm of larynx,1,,,,,,,,,
D42.0,Atypical intracranial meningioma (CMS-HCC),1,,,,,,,,,
D42.0,Atypical meningioma of brain (CMS-HCC),1,,,,,,,,,
D43.2,Hemangioblastoma of brain (CMS-HCC),1,,,,,,,,,
D43.2,Neoplasm of uncertain behavior of brain and spinal cord (CMS-HCC),1,,,,,,,,,
D43.4,Neoplasm of uncertain behavior of brain and spinal cord (CMS-HCC),1,,,,,,,,,
D44.4,Craniopharyngioma (CMS-HCC),1,,,,,,,,,
D44.6,Carotid body paraganglioma (CMS-HCC),1,,,,,,,,,
D44.7,Glomus jugulare tumor (CMS-HCC),1,,,,,,,,,
D44.7,Hereditary paraganglioma-pheochromocytoma associated with mutation in SDHA gene (CMS-HCC),1,,,,,,,,,
D44.7,Paraganglioma and gastric stromal sarcoma associated with mutation in SDHB gene (CMS-HCC),1,,,,,,,,,
D44.7,SDHB-related paraganglioma and gastric stromal sarcoma (CMS-HCC),1,,,,,,,,,
D44.9,Endocrine gland neoplasm,1,,,,,,,,,
D46.20,MDS (myelodysplastic syndrome),1,,,,,,,,,
D47.02,Indolent systemic mastocytosis,1,,,,,,,,,
D47.Z1,PTLD (post-transplant lymphoproliferative disorder) (CMS-HCC),1,,,,,,,,,
D48.1,Abdominal desmoid tumor,1,,,,,,,,,
D48.1,Desmoid tumor of abdomen,1,,,,,,,,,
D48.1,Desmoid tumor of abdominal wall determined by biopsy,1,,,,,,,,,
D48.1,Leiomyomatosis,1,,,,,,,,,
D48.3,Neoplasm of uncertain behavior of retroperitoneum and peritoneum,1,,,,,,,,,
D48.4,Neoplasm of uncertain behavior of retroperitoneum and peritoneum,1,,,,,,,,,
D48.5,Neoplasm of uncertain behavior of skin of neck,1,,,,,,,,,
D48.61,Cystosarcoma phyllodes of right breast,1,,,,,,,,,
D48.9,Hemangioendothelioma,1,,,,,,,,,
D48.9,Mucinous cystadenoma,1,,,,,,,,,
D48.9,Mucinous tumor,1,,,,,,,,,
D49.0,Anus neoplasm,1,,,,,,,,,
D49.0,Neoplasm of floor of mouth,1,,,,,,,,,
D49.0,Neoplasm of parotid gland,1,,,,,,,,,
D49.0,Neoplasm of submandibular gland,1,,,,,,,,,
D49.0,Oropharyngeal tumor,1,,,,,,,,,
D49.0,Pancreas neoplasm,1,,,,,,,,,
D49.0,Pancreatic intraepithelial neoplasm,1,,,,,,,,,
D49.0,Peri-ampullary neoplasm,1,,,,,,,,,
D49.0,Piriform sinus tumor,1,,,,,,,,,
D49.0,Salivary gland neoplasm,1,,,,,,,,,
D49.0,Salivary gland tumor,1,,,,,,,,,
D49.0,Tumor of liver,1,,,,,,,,,
D49.1,Neoplasm of endolymphatic sac,1,,,,,,,,,
D49.1,Neoplasm of lung,1,,,,,,,,,
D49.2,Neoplasm of skin of neck,1,,,,,,,,,
D49.2,Nerve sheath tumor,1,,,,,,,,,
D49.2,Soft tissue tumor,1,,,,,,,,,
D49.2,Solitary fibrous neoplasm,1,,,,,,,,,
D49.2,Tumor of soft tissue of neck,1,,,,,,,,,
D49.511,Tumor of right kidney with thrombus of IVC (CMS-HCC),1,,,,,,,,,
D49.59,Testis neoplasm,1,,,,,,,,,
D49.59,Vulvar neoplasm,1,,,,,,,,,
D49.6,Glial neoplasm of brain (CMS-HCC),1,,,,,,,,,
D49.6,Neoplasm of brain (CMS-HCC),1,,,,,,,,,
